CONCEPT_ID,ICD10code,description,body_system,Progressive,code_heading,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,standard_code,standard_name
45533307,H35.171,"Retrolental fibroplasia, right eye",ophthalmological,no,H3517,"Retrolental fibroplasia, right eye",Condition,ICD10CM,373766,Retinopathy of prematurity
45533308,H35.352,"Cystoid macular degeneration, left eye",ophthalmological,no,H3535,"Cystoid macular degeneration, left eye",Condition,ICD10CM,376115,Cystoid macular retinal degeneration
45533309,H35.359,"Cystoid macular degeneration, unspecified eye",ophthalmological,no,H3535,"Cystoid macular degeneration, unspecified eye",Condition,ICD10CM,376115,Cystoid macular retinal degeneration
45533311,H35.739,"Hemorrhagic detachment of retinal pigment epithelium, unspecified eye",ophthalmological,no,H357,"Hemorrhagic detachment of retinal pigment epithelium, unspecified eye",Condition,ICD10CM,441011,Hemorrhagic detachment of retinal pigment epithelium
45533314,H40.1411,"Capsular glaucoma with pseudoexfoliation of lens, right eye, mild stage",ophthalmological,no,H401,"Capsular glaucoma with pseudoexfoliation of lens, right eye, mild stage",Condition,ICD10CM,437273,Pseudoexfoliation glaucoma
45533315,H40.2293,"Chronic angle-closure glaucoma, unspecified eye, severe stage",ophthalmological,no,H402,"Chronic angle-closure glaucoma, unspecified eye, severe stage",Condition,ICD10CM,432312,Chronic angle-closure glaucoma
45533316,H40.31X0,"Glaucoma secondary to eye trauma, right eye, stage unspecified",ophthalmological,no,H403,"Glaucoma secondary to eye trauma, right eye, stage unspecified",Condition,ICD10CM,440396,Glaucoma associated with ocular trauma
45533317,H40.40X3,"Glaucoma secondary to eye inflammation, unspecified eye, severe stage",ophthalmological,no,H404,"Glaucoma secondary to eye inflammation, unspecified eye, severe stage",Condition,ICD10CM,436110,Glaucoma associated with ocular inflammation
45533318,H40.40X4,"Glaucoma secondary to eye inflammation, unspecified eye, indeterminate stage",ophthalmological,no,H404,"Glaucoma secondary to eye inflammation, unspecified eye, indeterminate stage",Condition,ICD10CM,436110,Glaucoma associated with ocular inflammation
45533319,H40.41X0,"Glaucoma secondary to eye inflammation, right eye, stage unspecified",ophthalmological,no,H404,"Glaucoma secondary to eye inflammation, right eye, stage unspecified",Condition,ICD10CM,436110,Glaucoma associated with ocular inflammation
45533320,H40.41X3,"Glaucoma secondary to eye inflammation, right eye, severe stage",ophthalmological,no,H404,"Glaucoma secondary to eye inflammation, right eye, severe stage",Condition,ICD10CM,436110,Glaucoma associated with ocular inflammation
45533321,H40.42X3,"Glaucoma secondary to eye inflammation, left eye, severe stage",ophthalmological,no,H404,"Glaucoma secondary to eye inflammation, left eye, severe stage",Condition,ICD10CM,436110,Glaucoma associated with ocular inflammation
45533322,H40.43X2,"Glaucoma secondary to eye inflammation, bilateral, moderate stage",ophthalmological,no,H404,"Glaucoma secondary to eye inflammation, bilateral, moderate stage",Condition,ICD10CM,436110,Glaucoma associated with ocular inflammation
45533323,H40.50X2,"Glaucoma secondary to other eye disorders, unspecified eye, moderate stage",ophthalmological,no,H405,"Glaucoma secondary to other eye disorders, unspecified eye, moderate stage",Condition,ICD10CM,436398,Glaucoma associated with ocular disorder
45533324,H40.52X3,"Glaucoma secondary to other eye disorders, left eye, severe stage",ophthalmological,no,H405,"Glaucoma secondary to other eye disorders, left eye, severe stage",Condition,ICD10CM,436398,Glaucoma associated with ocular disorder
45533325,H40.52X4,"Glaucoma secondary to other eye disorders, left eye, indeterminate stage",ophthalmological,no,H405,"Glaucoma secondary to other eye disorders, left eye, indeterminate stage",Condition,ICD10CM,436398,Glaucoma associated with ocular disorder
45533327,H40.61X2,"Glaucoma secondary to drugs, right eye, moderate stage",ophthalmological,no,H406,"Glaucoma secondary to drugs, right eye, moderate stage",Condition,ICD10CM,4246656,Drug-induced glaucoma
45533328,H40.63X1,"Glaucoma secondary to drugs, bilateral, mild stage",ophthalmological,no,H406,"Glaucoma secondary to drugs, bilateral, mild stage",Condition,ICD10CM,4246656,Drug-induced glaucoma
45533330,H43.813,"Vitreous degeneration, bilateral",ophthalmological,no,H4381,"Vitreous degeneration, bilateral",Condition,ICD10CM,320420,Vitreous degeneration
45533338,H46.00,"Optic papillitis, unspecified eye",ophthalmological,no,H46,"Optic papillitis, unspecified eye",Condition,ICD10CM,435269,Optic papillitis
45533339,H46.03,"Optic papillitis, bilateral",ophthalmological,no,H46,"Optic papillitis, bilateral",Condition,ICD10CM,435269,Optic papillitis
45533341,H47.291,"Other optic atrophy, right eye",ophthalmological,no,H472,"Other optic atrophy, right eye",Condition,ICD10CM,372914,Optic atrophy
45533342,H47.49,Disorders of optic chiasm in (due to) other disorders,ophthalmological,no,H474,Disorders of optic chiasm in (due to) other disorders,Condition,ICD10CM,4290692,Optic chiasm disorder
45533343,H47.529,"Disorders of visual pathways in (due to) neoplasm, unspecified side",ophthalmological,no,H475,"Disorders of visual pathways in (due to) neoplasm, unspecified side",Condition,ICD10CM,259827,Disorder of visual pathways associated with neoplasm
45533346,H49.13,"Fourth [trochlear] nerve palsy, bilateral",ophthalmological,no,H491,"Fourth [trochlear] nerve palsy, bilateral",Condition,ICD10CM,4292056,Bilateral superior oblique palsy
45533347,H49.883,"Other paralytic strabismus, bilateral",ophthalmological,no,H4988,"Other paralytic strabismus, bilateral",Condition,ICD10CM,381862,Paralytic strabismus
45533350,H50.32,Intermittent alternating esotropia,ophthalmological,no,H5032,Intermittent alternating esotropia,Condition,ICD10CM,377883,Intermittent alternating esotropia
45533351,H51.23,"Internuclear ophthalmoplegia, bilateral",ophthalmological,no,H51,"Internuclear ophthalmoplegia, bilateral",Condition,ICD10CM,376698,Internuclear ophthalmoplegia
45533367,H57.02,Anisocoria,ophthalmological,no,H57,Anisocoria,Condition,ICD10CM,434374,Anisocoria
45533368,H57.03,Miosis,ophthalmological,no,H57,Miosis,Condition,ICD10CM,4201565,Constricted pupil
45533411,H74.12,Adhesive left middle ear disease,otologic,no,H74,Adhesive left middle ear disease,Condition,ICD10CM,375820,Adhesive middle ear disease
45533412,H74.321,"Partial loss of ear ossicles, right ear",otologic,no,H74,"Partial loss of ear ossicles, right ear",Condition,ICD10CM,4049520,Partial loss of ear ossicles
45533413,H74.43,"Polyp of middle ear, bilateral ear",otologic,no,H74,"Polyp of middle ear, bilateral",Condition,ICD10CM,4249596,Polyp of middle ear
45533414,H74.90,"Unspecified disorder of middle ear and mastoid, unspecified ear",otologic,no,H74,"Unspecified disorder of middle ear and mastoid, unspecified ear",Condition,ICD10CM,40489808,Disorder of both middle ear and mastoid
45533416,H80.12,"Otosclerosis involving oval window, obliterative, left ear",otologic,no,H80,"Otosclerosis involving oval window, obliterative, left ear",Condition,ICD10CM,378436,Obliterative otosclerosis involving oval window
45533417,H80.13,"Otosclerosis involving oval window, obliterative, bilateral",otologic,no,H80,"Otosclerosis involving oval window, obliterative, bilateral",Condition,ICD10CM,378436,Obliterative otosclerosis involving oval window
45533418,H81.13,"Benign paroxysmal vertigo, bilateral",otologic,no,H81,"Benign paroxysmal vertigo, bilateral",Condition,ICD10CM,81878,Benign paroxysmal positional vertigo
45533420,H81.43,"Vertigo of central origin, bilateral",otologic,no,H81,"Vertigo of central origin, bilateral",Condition,ICD10CM,381035,Vertigo of central origin
45533436,I21.11,ST elevation (STEMI) myocardial infarction involving right coronary artery,cardiac,yes,I21,ST elevation (STEMI) myocardial infarction involving right coronary artery,Condition,ICD10CM,46270163,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion
45533441,I27.82,Chronic pulmonary embolism,cardiac,yes,I127,Chronic pulmonary embolism,Condition,ICD10CM,44782732,Chronic pulmonary embolism
45533442,I27.89,Other specified pulmonary heart diseases,cardiac,yes,I127,Other specified pulmonary heart diseases,Condition,ICD10CM,4167085,Pulmonary heart disease
45533455,I49.02,Ventricular flutter,cardiac ,yes,I4902,Ventricular flutter,Condition,ICD10CM,433225,Ventricular flutter
45533456,I50.32,Chronic diastolic (congestive) heart failure,cardiac ,yes,I50,Chronic diastolic (congestive) heart failure,Condition,ICD10CM,319835,Congestive heart failure
45533456,I50.32,Chronic diastolic (congestive) heart failure,cardiac ,yes,I50,Chronic diastolic (congestive) heart failure,Condition,ICD10CM,40479576,Chronic diastolic heart failure
45533457,I50.40,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,cardiac ,yes,I50,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,Condition,ICD10CM,40482727,Combined systolic and diastolic dysfunction
45533457,I50.40,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,cardiac ,yes,I50,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,Condition,ICD10CM,319835,Congestive heart failure
45533462,I63.012,Cerebral infarction due to thrombosis of left vertebral artery,neurological,yes,I630,Cerebral infarction due to thrombosis of left vertebral artery,Condition,ICD10CM,4273526,Vertebral artery thrombosis
45533462,I63.012,Cerebral infarction due to thrombosis of left vertebral artery,neurological,yes,I630,Cerebral infarction due to thrombosis of left vertebral artery,Condition,ICD10CM,4110189,Cerebral infarct due to thrombosis of precerebral arteries
45533463,I63.09,Cerebral infarction due to thrombosis of other precerebral artery,neurological,yes,I630,Cerebral infarction due to thrombosis of other precerebral artery,Condition,ICD10CM,443239,Precerebral arterial occlusion
45533463,I63.09,Cerebral infarction due to thrombosis of other precerebral artery,neurological,yes,I630,Cerebral infarction due to thrombosis of other precerebral artery,Condition,ICD10CM,4110189,Cerebral infarct due to thrombosis of precerebral arteries
45533481,I69.949,Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side,neurological,no,I699,Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side,Condition,ICD10CM,40480938,Monoplegia of lower limb as late effect of cerebrovascular disease
45533482,I69.961,Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side,neurological,no,I699,Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side,Condition,ICD10CM,443609,Paralytic syndrome of dominant side as late effect of stroke
45533503,I77.812,Thoracoabdominal aortic ectasia,cardiac ,no,I778,Thoracoabdominal aortic ectasia,Condition,ICD10CM,4132130,Dilatation of aorta
45533511,I82.591,Chronic embolism and thrombosis of other specified deep vein of right lower extremity,cardiac,no,I825,Chronic embolism and thrombosis of other specified deep vein of right lower extremity,Condition,ICD10CM,40481089,Embolism from thrombosis of vein of lower extremity
45533512,I82.5Z1,Chronic embolism and thrombosis of unspecified deep veins of right distal lower extremity,cardiac,no,I825,Chronic embolism and thrombosis of unspecified deep veins of right distal lower extremity,Condition,ICD10CM,4258295,Embolism from thrombosis of vein of distal lower extremity
45533513,I82.5Z9,Chronic embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,cardiac,no,I825,Chronic embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,Condition,ICD10CM,4258295,Embolism from thrombosis of vein of distal lower extremity
45533517,I82.729,Chronic embolism and thrombosis of deep veins of unspecified upper extremity,cardiac,no,I82729,Chronic embolism and thrombosis of deep veins of unspecified upper extremity,Condition,ICD10CM,44782741,Chronic deep venous thrombosis of upper extremity
45533598,K50.00,Crohn's disease of small intestine without complications,gastrointestinal,no,K50,Crohn's disease of small intestine without complications,Condition,ICD10CM,195585,Crohn's disease of small intestine
45533600,K50.812,Crohn's disease of both small and large intestine with intestinal obstruction,gastrointestinal,no,K50,Crohn's disease of both small and large intestine with intestinal obstruction,Condition,ICD10CM,46269881,Intestinal obstruction due to Crohn's disease of small and large intestine
45533601,K50.814,Crohn's disease of both small and large intestine with abscess,gastrointestinal,no,K50,Crohn's disease of both small and large intestine with abscess,Condition,ICD10CM,46269878,Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine
45533602,K51.214,Ulcerative (chronic) proctitis with abscess,gastrointestinal,no,K512,Ulcerative (chronic) proctitis with abscess,Condition,ICD10CM,46269842,Abscess of intestine co-occurrent and due to chronic ulcerative proctitis
45533605,K51.818,Other ulcerative colitis with other complication,gastrointestinal,no,K518,Other ulcerative colitis with other complication,Condition,ICD10CM,46273477,Complication due to ulcerative colitis
45533652,L89.019,"Pressure ulcer of right elbow, unspecified stage",dermatological,no,L89,"Pressure ulcer of right elbow, unspecified stage",Condition,ICD10CM,439410,Pressure ulcer of elbow
45533653,L89.022,"Pressure ulcer of left elbow, stage 2",dermatological,no,L89,"Pressure ulcer of left elbow, stage 2",Condition,ICD10CM,137945,Pressure ulcer stage 2
45533653,L89.022,"Pressure ulcer of left elbow, stage 2",dermatological,no,L89,"Pressure ulcer of left elbow, stage 2",Condition,ICD10CM,439410,Pressure ulcer of elbow
45533654,L89.024,"Pressure ulcer of left elbow, stage 4",dermatological,no,L89,"Pressure ulcer of left elbow, stage 4",Condition,ICD10CM,439410,Pressure ulcer of elbow
45533654,L89.024,"Pressure ulcer of left elbow, stage 4",dermatological,no,L89,"Pressure ulcer of left elbow, stage 4",Condition,ICD10CM,137345,Pressure ulcer stage 4
45533655,L89.111,"Pressure ulcer of right upper back, stage 1",dermatological,no,L89,"Pressure ulcer of right upper back, stage 1",Condition,ICD10CM,44783165,Pressure ulcer of upper back
